,workload_MW,carbon_intensity_gCO2_kWh,energy_kWh,emission_gCO2,emission_kgCO2
2024-08-05 00:00:00+00:00,6.1693250969114,495.396696118819,7403.19011629368,3667515.924351385,3667.515924351385
2024-08-05 01:00:00+00:00,6.25068829309963,495.4412706709559,7500.825951719556,3716218.740601619,3716.2187406016187
2024-08-05 02:00:00+00:00,6.599943556680859,503.3544680900619,7919.932268017032,3986533.294077031,3986.533294077031
2024-08-05 03:00:00+00:00,6.273630236159985,509.166595935219,7528.356283391981,3833187.541802212,3833.1875418022123
2024-08-05 04:00:00+00:00,6.405459361490152,455.9987641477116,7686.551233788183,3505057.863165479,3505.0578631654794
2024-08-05 05:00:00+00:00,6.824807074446516,400.945376958409,8189.76848933582,3283649.81415885,3283.64981415885
2024-08-05 06:00:00+00:00,6.410934007234643,375.9135462433783,7693.120808681571,2891948.3248702157,2891.948324870216
2024-08-05 07:00:00+00:00,6.994961746239797,335.8110004029243,8393.954095487756,2818782.122141967,2818.782122141967
2024-08-05 08:00:00+00:00,6.866595579997531,278.9693037465553,8239.914695997037,2298683.265673302,2298.6832656733022
2024-08-05 09:00:00+00:00,7.297168747956951,219.99359023785945,8756.602497548341,1926396.4217214666,1926.3964217214666
2024-08-05 10:00:00+00:00,7.301724970813681,185.1488222724991,8762.069964976417,1622286.9346846212,1622.2869346846212
2024-08-05 11:00:00+00:00,7.574352722571742,176.9057252461698,9089.22326708609,1607935.6339882256,1607.9356339882256
2024-08-05 12:00:00+00:00,7.910077034364349,183.35286369735763,9492.092441237219,1740402.3315808864,1740.4023315808863
2024-08-05 13:00:00+00:00,7.227280885748795,195.5403530280723,8672.737062898554,1695870.06699883,1695.87006699883
2024-08-05 14:00:00+00:00,7.647836395427791,232.78979052658744,9177.403674513349,2136405.8789678966,2136.4058789678966
2024-08-05 15:00:00+00:00,7.407962038006927,308.95942770090323,8889.554445608312,2746511.654031164,2746.511654031164
2024-08-05 16:00:00+00:00,6.9514625110758015,416.9653681916133,8341.755013290962,3478222.9504811023,3478.2229504811025
2024-08-05 17:00:00+00:00,6.449068390525912,473.8646270488395,7738.882068631094,3667182.465226825,3667.1824652268247
2024-08-05 18:00:00+00:00,6.518032376928468,496.8299084125439,7821.638852314161,3886024.11463124,3886.0241146312396
2024-08-05 19:00:00+00:00,6.367626822734049,513.3212687668761,7641.152187280859,3922365.935615801,3922.365935615801
2024-08-05 20:00:00+00:00,6.558169052838676,520.1169179417991,7869.802863406411,4093217.610124488,4093.2176101244877
2024-08-05 21:00:00+00:00,6.505463036380861,546.2170237929915,7806.555643657033,4264073.589752726,4264.073589752727
2024-08-05 22:00:00+00:00,6.900444722830229,557.8251778444499,8280.533667396274,4619090.165662281,4619.090165662281
2024-08-05 23:00:00+00:00,6.440161093131744,547.6279823576918,7728.193311758092,4232174.910588292,4232.174910588293
2024-08-06 00:00:00+00:00,6.244125626844534,542.406252386059,7492.950752213441,4064223.3368213945,4064.2233368213947
2024-08-06 01:00:00+00:00,6.54481890873908,541.3971579221454,7853.782690486896,4252015.627567747,4252.015627567746
2024-08-06 02:00:00+00:00,6.554999170992941,547.481691484168,7865.999005191528,4306490.440575041,4306.490440575041
2024-08-06 03:00:00+00:00,6.839796893810109,548.2509561335852,8207.756272572131,4499910.224149102,4499.910224149103
2024-08-06 04:00:00+00:00,6.708777811478645,495.2321027692759,8050.533373774374,3986882.5711085163,3986.8825711085165
2024-08-06 05:00:00+00:00,6.589217764787377,424.3369290996034,7907.061317744852,3355258.117774114,3355.258117774114
2024-08-06 06:00:00+00:00,6.865825722804891,357.6285135053719,8238.990867365868,2946498.0566803906,2946.4980566803906
2024-08-06 07:00:00+00:00,6.513392090542313,264.8201971648717,7816.070508650775,2069853.3331554371,2069.853333155437
2024-08-06 08:00:00+00:00,6.940062116812563,201.34059903058392,8328.074540175076,1676779.5166902044,1676.7795166902044
2024-08-06 09:00:00+00:00,7.116884152072477,179.53457242329688,8540.260982486972,1533272.103874164,1533.272103874164
2024-08-06 10:00:00+00:00,7.441778033752384,172.17156615410354,8930.133640502861,1537515.094850824,1537.515094850824
2024-08-06 11:00:00+00:00,7.3149394546578055,169.31801397698248,8777.927345589365,1486261.224989437,1486.261224989437
2024-08-06 12:00:00+00:00,7.858787736703601,172.89467874236811,9430.545284044321,1630491.0972501975,1630.4910972501975
2024-08-06 13:00:00+00:00,7.603555317272189,186.89752704223287,9124.266380726627,1705302.822632391,1705.302822632391
2024-08-06 14:00:00+00:00,7.1715289109156615,228.1261579362244,8605.834693098794,1963216.0043708945,1963.2160043708946
2024-08-06 15:00:00+00:00,7.094633367121972,314.39219609583404,8513.560040546367,2676596.83774111,2676.59683774111
2024-08-06 16:00:00+00:00,7.178378461862549,404.24270841461737,8614.054154235058,3482168.581738166,3482.1685817381663
2024-08-06 17:00:00+00:00,7.02011449609662,455.6100394407688,8424.137395315944,3838121.5709343525,3838.1215709343523
2024-08-06 18:00:00+00:00,6.999182722922947,469.2559915321349,8399.019267507536,3941290.114271754,3941.2901142717537
2024-08-06 19:00:00+00:00,7.228465616501833,470.610052354126,8674.158739802198,4082146.2986663124,4082.1462986663123
2024-08-06 20:00:00+00:00,6.603602358319,461.38387055126304,7924.3228299828,3656154.7387952027,3656.154738795203
2024-08-06 21:00:00+00:00,6.252615469992034,489.3657511387652,7503.138563990441,3671779.039265418,3671.779039265418
2024-08-06 22:00:00+00:00,5.966988429817173,492.26348431590907,7160.386115780607,3524796.61840142,3524.79661840142
2024-08-06 23:00:00+00:00,6.566927865585958,488.6018003230852,7880.31343870315,3850335.333260561,3850.3353332605607
2024-08-07 00:00:00+00:00,6.29676472617242,495.80827144689295,7556.117671406903,3746385.6415095786,3746.3856415095784
2024-08-07 01:00:00+00:00,6.396160684955079,506.842053082566,7675.392821946094,3890211.856090348,3890.211856090348
2024-08-07 02:00:00+00:00,6.3469758002350485,514.498465980841,7616.370960282057,3918611.1754061435,3918.6111754061435
2024-08-07 03:00:00+00:00,6.464802278395903,505.9961687616176,7757.762734075083,3925398.2216036436,3925.398221603644
2024-08-07 04:00:00+00:00,6.766495057696911,448.9193848951794,8119.794069236294,3645132.9590370827,3645.132959037083
2024-08-07 05:00:00+00:00,6.539262141861336,404.7695176921703,7847.114570233603,3176272.779868658,3176.2727798686583
2024-08-07 06:00:00+00:00,6.4603412907403275,372.4786584169468,7752.409548888392,2887607.1082686763,2887.6071082686763
2024-08-07 07:00:00+00:00,6.551669415916573,317.2319735643744,7862.003299099887,2494078.8227430796,2494.0788227430794
2024-08-07 08:00:00+00:00,6.681329263823911,275.67906429694324,8017.595116588693,2210283.1196529125,2210.2831196529123
2024-08-07 09:00:00+00:00,7.226951160155525,258.2954890508955,8672.34139218663,2240026.66111117,2240.02666111117
2024-08-07 10:00:00+00:00,7.525784846836746,250.57101880970663,9030.941816204095,2262892.2916974425,2262.8922916974425
2024-08-07 11:00:00+00:00,8.101093469941853,238.8112348563077,9721.312163930223,2321558.562291821,2321.558562291821
2024-08-07 12:00:00+00:00,7.732568630368222,244.8241319471277,9279.082356441866,2271743.283181788,2271.743283181788
2024-08-07 13:00:00+00:00,7.904795869302647,269.83175412074627,9485.755043163175,2559557.922456435,2559.557922456435
2024-08-07 14:00:00+00:00,7.414406584906538,303.3883912934905,8897.287901887845,2699333.8634287883,2699.3338634287884
2024-08-07 15:00:00+00:00,7.052292195819602,353.8481772497624,8462.750634983522,2994528.8867081883,2994.528886708188
2024-08-07 16:00:00+00:00,6.858720809441907,391.8967636752147,8230.464971330288,3225492.5858065584,3225.4925858065585
2024-08-07 17:00:00+00:00,6.629276337989087,424.8399183297501,7955.131605586905,3379657.4616199546,3379.6574616199546
2024-08-07 18:00:00+00:00,7.032117433108791,443.643123567666,8438.540919730549,3743700.6519828257,3743.7006519828255
2024-08-07 19:00:00+00:00,6.294653330193904,461.9112704886951,7553.583996232684,3489085.5804429133,3489.0855804429134
2024-08-07 20:00:00+00:00,6.709622300934086,481.6118244390414,8051.546761120903,3877720.125179693,3877.7201251796932
2024-08-07 21:00:00+00:00,6.2742682054782435,510.8671002302505,7529.121846573892,3846380.645039433,3846.380645039433
2024-08-07 22:00:00+00:00,6.7328932532185615,529.9330645754718,8079.471903862273,4281579.306165156,4281.579306165156
2024-08-07 23:00:00+00:00,6.596237741526466,537.5882866492782,7915.4852898317595,4255272.174958221,4255.272174958221
2024-08-08 00:00:00+00:00,6.4608405255854775,538.9160094194373,7753.008630702573,4178220.4722526865,4178.220472252687
2024-08-08 01:00:00+00:00,6.489809368466142,545.8827828395773,7787.771242159371,4251210.237787989,4251.210237787989
2024-08-08 02:00:00+00:00,6.336303076142653,545.1494458182248,7603.563691371184,4145078.5325945765,4145.078532594576
2024-08-08 03:00:00+00:00,6.61151805037052,529.804935132971,7933.821660444624,4203377.870168424,4203.377870168424
2024-08-08 04:00:00+00:00,6.386254129914805,473.97884422551545,7663.504955897766,3632339.221712933,3632.339221712933
2024-08-08 05:00:00+00:00,6.193598559058188,426.6884395726375,7432.318270869825,3171284.285404649,3171.284285404649
2024-08-08 06:00:00+00:00,6.180515606420095,405.7729800321349,7416.6187277041145,3009463.4829026395,3009.4634829026395
2024-08-08 07:00:00+00:00,6.853729833553555,373.14783199660366,8224.475800264265,3068945.3141771425,3068.9453141771423
2024-08-08 08:00:00+00:00,7.494772814102609,313.859026381695,8993.727376923129,2822762.518063489,2822.762518063489
2024-08-08 09:00:00+00:00,7.388526040817217,252.2612005463985,8866.23124898066,2236606.1391898557,2236.6061391898556
2024-08-08 10:00:00+00:00,7.509570903013856,208.34049432765013,9011.485083616626,1877457.2569469335,1877.4572569469335
2024-08-08 11:00:00+00:00,7.730567526447518,194.97309528493483,9276.681031737022,1808703.21472881,1808.7032147288098
2024-08-08 12:00:00+00:00,8.026500435426707,190.2534065647656,9631.800522512047,1832482.8607602064,1832.4828607602064
2024-08-08 13:00:00+00:00,7.713956616887847,196.0391912639547,9256.747940265417,1814685.379943911,1814.685379943911
2024-08-08 14:00:00+00:00,7.436498676832892,220.1240149838013,8923.79841219947,1964342.3353994184,1964.3423353994183
2024-08-08 15:00:00+00:00,7.6251003149388294,290.42078382271603,9150.120377926596,2657385.1322296485,2657.3851322296487
2024-08-08 16:00:00+00:00,7.207189109615403,376.9941263215605,8648.626931538482,3260481.5539364684,3260.4815539364686
2024-08-08 17:00:00+00:00,7.1945218521220236,431.9175692858397,8633.426222546428,3728928.468650882,3728.928468650882
2024-08-08 18:00:00+00:00,6.545808609305476,461.2130306042251,7854.970331166571,3622814.6717436076,3622.8146717436075
2024-08-08 19:00:00+00:00,6.193882742069875,478.68164413804107,7432.65929048385,3557877.569486695,3557.877569486695
2024-08-08 20:00:00+00:00,6.157960200188583,494.24434431239285,7389.5522402263,3652244.401732821,3652.244401732821
2024-08-08 21:00:00+00:00,6.912731983057813,476.2641455465489,8295.278379669375,3950743.669563995,3950.7436695639954
2024-08-08 22:00:00+00:00,6.930916430195825,418.4745430876578,8317.099716234989,3480494.503565925,3480.4945035659252
2024-08-08 23:00:00+00:00,6.45512019667935,367.6217332928138,7746.1442360152205,2847650.9703800543,2847.6509703800543
2024-08-09 00:00:00+00:00,6.404203169716003,327.35380082471727,7685.043803659203,2515728.2986322823,2515.728298632282
2024-08-09 01:00:00+00:00,6.8653610730605505,302.0930388608167,8238.43328767266,2488773.347325143,2488.773347325143
2024-08-09 02:00:00+00:00,6.223238579489129,290.74821214455034,7467.886295386954,2171274.588882546,2171.274588882546
2024-08-09 03:00:00+00:00,6.276318245261043,272.4933175578075,7531.581894313252,2052305.736839734,2052.305736839734
2024-08-09 04:00:00+00:00,6.660831698672261,249.50489261973004,7992.998038406713,1994292.11728238,1994.2921172823799
2024-08-09 05:00:00+00:00,6.401348719285103,206.08961862688292,7681.618463142124,1583101.8195061828,1583.101819506183
2024-08-09 06:00:00+00:00,6.498719533319982,167.3008142121121,7798.463439983979,1304689.2831127082,1304.6892831127082
2024-08-09 07:00:00+00:00,6.769722129491898,153.6981653917402,8123.666555390278,1248592.6458177231,1248.5926458177232
2024-08-09 08:00:00+00:00,7.184393637199733,140.56952287370652,8621.272364639679,1211888.1428616713,1211.8881428616712
2024-08-09 09:00:00+00:00,7.700398602752286,137.07168461012472,9240.478323302743,1266607.9303784478,1266.6079303784477
2024-08-09 10:00:00+00:00,7.561876711266763,135.53517108215698,9074.252053520115,1229880.304516463,1229.8803045164632
2024-08-09 11:00:00+00:00,7.820095689866097,137.99172610103938,9384.114827839316,1294930.2030239052,1294.9302030239053
2024-08-09 12:00:00+00:00,7.187456974742244,139.53242059889192,8624.948369690694,1203459.923563409,1203.459923563409
2024-08-09 13:00:00+00:00,7.646931391064353,140.35442448080633,9176.317669277223,1287936.7853244587,1287.9367853244587
2024-08-09 14:00:00+00:00,7.328422916968108,147.19416231755383,8794.10750036173,1294441.286846262,1294.4412868462618
2024-08-09 15:00:00+00:00,7.043824872317951,156.40846689139053,8452.58984678154,1322056.6191968343,1322.0566191968342
2024-08-09 16:00:00+00:00,6.880461908267812,177.15845090890895,8256.554289921374,1462718.3678477774,1462.7183678477775
2024-08-09 17:00:00+00:00,6.727051993947822,221.71783067529657,8072.462392737386,1789808.849925647,1789.808849925647
2024-08-09 18:00:00+00:00,6.728975635589004,237.6811002878053,8074.770762706805,1919220.399451954,1919.220399451954
2024-08-09 19:00:00+00:00,6.168401820565109,245.8229240811031,7402.082184678131,1819601.486926218,1819.601486926218
2024-08-09 20:00:00+00:00,6.507657873148604,256.8865789446137,7809.189447778324,2006075.9615701507,2006.0759615701506
2024-08-09 21:00:00+00:00,6.378957641666606,275.4638629539199,7654.749169999926,2108606.7763114916,2108.6067763114916
2024-08-09 22:00:00+00:00,6.41808172640951,285.8033367904104,7701.698071691412,2201171.007841675,2201.171007841675
2024-08-09 23:00:00+00:00,6.7506894563261515,300.75619449095785,8100.827347591381,2436374.005289864,2436.374005289864
2024-08-10 00:00:00+00:00,5.834528859250982,308.3586087430152,7001.434631101179,2158952.6420515254,2158.9526420515253
2024-08-10 01:00:00+00:00,6.034349526860686,318.4394026907813,7241.219432232824,2305889.590753099,2305.889590753099
2024-08-10 02:00:00+00:00,5.661373580187526,317.35731482613426,6793.64829622503,2156013.9811631176,2156.0139811631175
2024-08-10 03:00:00+00:00,5.5260143470823255,307.98659140483363,6631.217216498791,2042325.9873745113,2042.3259873745112
2024-08-10 04:00:00+00:00,5.644035295779876,287.3210777051074,6772.842354935851,1945980.3645469665,1945.9803645469665
2024-08-10 05:00:00+00:00,5.7606241978178065,240.39221562887496,6912.749037381368,1661771.0571824796,1661.7710571824796
2024-08-10 06:00:00+00:00,5.744143339613428,188.73025905334427,6892.972007536114,1300912.3926297412,1300.9123926297411
2024-08-10 07:00:00+00:00,5.739485836064684,157.84398523893685,6887.38300327762,1087131.9811042573,1087.1319811042572
2024-08-10 08:00:00+00:00,6.322622445406969,150.23816154533924,7587.146934488363,1139879.006811888,1139.8790068118878
2024-08-10 09:00:00+00:00,6.605585219958584,142.11266059171916,7926.702263950301,1126484.748448381,1126.484748448381
2024-08-10 10:00:00+00:00,7.368598993924806,134.0421935879818,8842.318792709766,1185243.807379052,1185.243807379052
2024-08-10 11:00:00+00:00,7.3283221443673,135.1203486290608,8793.98657324076,1188246.5316155711,1188.246531615571
2024-08-10 12:00:00+00:00,6.686689162360295,137.365932555986,8024.026994832354,1102227.9509995522,1102.2279509995521
2024-08-10 13:00:00+00:00,6.787265151159589,140.22541466371405,8144.718181391507,1142096.484304715,1142.096484304715
2024-08-10 14:00:00+00:00,6.373369984082076,142.31954683695685,7648.04398089849,1088466.1535505885,1088.4661535505886
2024-08-10 15:00:00+00:00,6.400851383932986,149.18374042735385,7681.021660719583,1145883.5416496727,1145.8835416496727
2024-08-10 16:00:00+00:00,6.378901250897585,183.86864117621408,7654.681501077102,1407455.8862397496,1407.4558862397496
2024-08-10 17:00:00+00:00,6.312046259345085,243.577293051456,7574.4555112141015,1844965.3697602132,1844.9653697602132
2024-08-10 18:00:00+00:00,5.517729040564099,269.843554613403,6621.274848676919,1786708.3412393017,1786.7083412393017
2024-08-10 19:00:00+00:00,5.5364633899830515,279.8530461490139,6643.756067979662,1859275.3734951033,1859.2753734951034
2024-08-10 20:00:00+00:00,5.1631777425653365,296.9142475239178,6195.813291078403,1839625.241119233,1839.625241119233
2024-08-10 21:00:00+00:00,5.6593335198637735,314.3922027064959,6791.200223836528,2135100.3973928136,2135.1003973928136
2024-08-10 22:00:00+00:00,5.434396397035109,337.0695641901504,6521.275676442131,2198123.5502221775,2198.1235502221775
